id,student_id,course_id,title,grade_type,score,max_score,created_at
384,44,7,Final Exam,final,75.5,100.0,2026-01-27T00:00:00
385,44,6,Quiz 1,quiz,56.2,100.0,2026-01-23T00:00:00
386,44,6,Midterm,midterm,80.0,100.0,2026-02-05T00:00:00
387,44,6,Final Exam,final,85.9,100.0,2026-02-25T00:00:00
388,45,35,Quiz 1,quiz,73.0,100.0,2026-02-11T00:00:00
389,45,35,Midterm,midterm,77.2,100.0,2026-02-01T00:00:00
390,45,35,Final Exam,final,69.0,100.0,2026-01-25T00:00:00
391,45,37,Quiz 1,quiz,53.0,100.0,2025-12-12T00:00:00
392,45,37,Midterm,midterm,67.7,100.0,2025-12-01T00:00:00
393,45,37,Final Exam,final,77.8,100.0,2026-01-22T00:00:00
394,45,38,Quiz 1,quiz,68.1,100.0,2026-01-16T00:00:00
395,45,38,Midterm,midterm,82.0,100.0,2025-11-16T00:00:00
396,45,38,Final Exam,final,64.1,100.0,2025-11-19T00:00:00
397,46,45,Quiz 1,quiz,65.1,100.0,2026-01-08T00:00:00
398,46,45,Midterm,midterm,82.5,100.0,2025-12-29T00:00:00
399,46,45,Final Exam,final,73.3,100.0,2026-01-04T00:00:00
400,46,46,Quiz 1,quiz,63.8,100.0,2026-01-05T00:00:00
401,46,46,Midterm,midterm,85.5,100.0,2026-01-24T00:00:00
402,46,46,Final Exam,final,59.7,100.0,2025-12-03T00:00:00
403,46,47,Quiz 1,quiz,59.1,100.0,2026-02-20T00:00:00
404,46,47,Midterm,midterm,27.6,100.0,2026-01-08T00:00:00
405,46,47,Final Exam,final,61.7,100.0,2026-02-03T00:00:00
406,47,50,Quiz 1,quiz,89.6,100.0,2025-12-20T00:00:00
407,47,50,Midterm,midterm,38.9,100.0,2026-02-11T00:00:00
408,47,50,Final Exam,final,55.7,100.0,2026-01-19T00:00:00
409,47,48,Quiz 1,quiz,76.6,100.0,2026-01-12T00:00:00
410,47,48,Midterm,midterm,36.3,100.0,2026-01-14T00:00:00
411,47,48,Final Exam,final,62.3,100.0,2025-12-25T00:00:00
412,47,49,Quiz 1,quiz,87.1,100.0,2026-01-15T00:00:00
413,47,49,Midterm,midterm,100.0,100.0,2026-01-07T00:00:00
414,47,49,Final Exam,final,74.4,100.0,2026-01-05T00:00:00
415,48,35,Quiz 1,quiz,56.1,100.0,2026-02-08T00:00:00
416,48,35,Midterm,midterm,55.6,100.0,2025-11-20T00:00:00
417,48,35,Final Exam,final,72.2,100.0,2026-02-22T00:00:00
418,48,39,Quiz 1,quiz,74.2,100.0,2026-02-22T00:00:00
419,48,39,Midterm,midterm,97.9,100.0,2026-02-06T00:00:00
420,48,39,Final Exam,final,84.6,100.0,2026-01-28T00:00:00
421,48,36,Quiz 1,quiz,71.3,100.0,2026-01-16T00:00:00
422,48,36,Midterm,midterm,65.0,100.0,2025-11-08T00:00:00
423,48,36,Final Exam,final,100.0,100.0,2025-12-10T00:00:00
424,48,40,Quiz 1,quiz,79.4,100.0,2025-12-11T00:00:00
425,48,40,Midterm,midterm,60.0,100.0,2026-01-01T00:00:00
426,48,40,Final Exam,final,66.6,100.0,2026-01-14T00:00:00
427,49,49,Quiz 1,quiz,56.8,100.0,2026-01-29T00:00:00
428,49,49,Midterm,midterm,33.9,100.0,2025-11-18T00:00:00
429,49,49,Final Exam,final,74.7,100.0,2026-02-16T00:00:00
430,49,50,Quiz 1,quiz,96.7,100.0,2026-01-01T00:00:00
431,49,50,Midterm,midterm,45.5,100.0,2025-11-14T00:00:00
432,49,50,Final Exam,final,70.8,100.0,2025-12-06T00:00:00
433,49,48,Quiz 1,quiz,59.4,100.0,2026-02-16T00:00:00
434,49,48,Midterm,midterm,77.8,100.0,2025-12-28T00:00:00
435,49,48,Final Exam,final,67.4,100.0,2026-01-27T00:00:00
436,50,18,Quiz 1,quiz,49.6,100.0,2025-11-18T00:00:00
437,50,18,Midterm,midterm,55.3,100.0,2025-12-03T00:00:00
438,50,18,Final Exam,final,57.5,100.0,2025-12-19T00:00:00
439,50,19,Quiz 1,quiz,90.2,100.0,2025-11-30T00:00:00
440,50,19,Midterm,midterm,89.4,100.0,2025-11-05T00:00:00
441,50,19,Final Exam,final,65.3,100.0,2026-02-12T00:00:00
442,50,21,Quiz 1,quiz,88.4,100.0,2025-11-12T00:00:00
443,50,21,Midterm,midterm,67.4,100.0,2026-02-19T00:00:00
444,50,21,Final Exam,final,65.1,100.0,2026-02-02T00:00:00
445,50,13,Quiz 1,quiz,70.9,100.0,2026-01-16T00:00:00
446,50,13,Midterm,midterm,74.3,100.0,2026-01-09T00:00:00
447,50,13,Final Exam,final,61.7,100.0,2026-02-04T00:00:00
448,51,2,Quiz 1,quiz,70.3,100.0,2025-12-19T00:00:00
449,51,2,Midterm,midterm,81.8,100.0,2026-01-30T00:00:00
450,51,2,Final Exam,final,71.9,100.0,2025-12-03T00:00:00
451,51,1,Quiz 1,quiz,70.6,100.0,2025-11-23T00:00:00
452,51,1,Midterm,midterm,77.4,100.0,2025-12-05T00:00:00
453,51,1,Final Exam,final,80.0,100.0,2025-11-17T00:00:00
454,51,3,Quiz 1,quiz,69.1,100.0,2026-02-24T00:00:00
455,51,3,Midterm,midterm,62.9,100.0,2025-11-27T00:00:00
456,51,3,Final Exam,final,72.8,100.0,2026-02-15T00:00:00
457,51,4,Quiz 1,quiz,46.1,100.0,2026-01-11T00:00:00
458,51,4,Midterm,midterm,66.8,100.0,2026-01-23T00:00:00
459,51,4,Final Exam,final,32.9,100.0,2025-11-29T00:00:00
460,52,1,Quiz 1,quiz,44.9,100.0,2026-01-15T00:00:00
461,52,1,Midterm,midterm,42.6,100.0,2025-12-28T00:00:00
462,52,1,Final Exam,final,85.7,100.0,2025-11-21T00:00:00
463,52,2,Quiz 1,quiz,70.2,100.0,2026-01-06T00:00:00
464,52,2,Midterm,midterm,51.1,100.0,2025-12-01T00:00:00
465,52,2,Final Exam,final,77.4,100.0,2025-12-01T00:00:00
466,52,3,Quiz 1,quiz,84.8,100.0,2026-01-12T00:00:00
467,52,3,Midterm,midterm,77.6,100.0,2026-02-10T00:00:00
468,52,3,Final Exam,final,67.2,100.0,2025-11-14T00:00:00
469,54,37,Quiz 1,quiz,73.5,100.0,2025-11-20T00:00:00
470,54,37,Midterm,midterm,83.5,100.0,2025-11-15T00:00:00
471,54,37,Final Exam,final,63.0,100.0,2026-01-22T00:00:00
472,54,40,Quiz 1,quiz,70.4,100.0,2026-01-24T00:00:00
473,54,40,Midterm,midterm,66.1,100.0,2026-01-10T00:00:00
474,54,40,Final Exam,final,45.8,100.0,2026-01-03T00:00:00
475,54,36,Quiz 1,quiz,83.7,100.0,2025-11-04T00:00:00
476,54,36,Midterm,midterm,100.0,100.0,2025-12-21T00:00:00
477,54,36,Final Exam,final,56.9,100.0,2026-02-26T00:00:00
478,54,39,Quiz 1,quiz,84.4,100.0,2026-02-13T00:00:00
479,54,39,Midterm,midterm,57.4,100.0,2025-11-21T00:00:00
480,54,39,Final Exam,final,72.0,100.0,2026-03-01T00:00:00
481,54,35,Quiz 1,quiz,92.6,100.0,2026-02-21T00:00:00
482,54,35,Midterm,midterm,62.2,100.0,2026-01-12T00:00:00
483,54,35,Final Exam,final,69.8,100.0,2025-11-27T00:00:00
484,55,28,Quiz 1,quiz,43.0,100.0,2025-11-23T00:00:00
485,55,28,Midterm,midterm,60.0,100.0,2026-01-06T00:00:00
486,55,28,Final Exam,final,41.4,100.0,2026-02-19T00:00:00
487,55,25,Quiz 1,quiz,76.4,100.0,2026-01-05T00:00:00
488,55,25,Midterm,midterm,82.5,100.0,2026-02-27T00:00:00
489,55,25,Final Exam,final,66.7,100.0,2025-11-07T00:00:00
490,55,27,Quiz 1,quiz,74.3,100.0,2026-01-31T00:00:00
491,55,27,Midterm,midterm,65.1,100.0,2026-01-13T00:00:00
492,55,27,Final Exam,final,81.1,100.0,2026-01-11T00:00:00
493,55,26,Quiz 1,quiz,71.9,100.0,2026-02-27T00:00:00
494,55,26,Midterm,midterm,40.2,100.0,2025-11-28T00:00:00
495,55,26,Final Exam,final,84.1,100.0,2025-11-22T00:00:00
496,56,4,Quiz 1,quiz,64.2,100.0,2025-11-19T00:00:00
497,56,4,Midterm,midterm,50.9,100.0,2025-11-16T00:00:00
498,56,4,Final Exam,final,63.4,100.0,2025-11-06T00:00:00
499,56,2,Quiz 1,quiz,41.5,100.0,2026-02-13T00:00:00
500,56,2,Midterm,midterm,51.3,100.0,2025-11-15T00:00:00
501,56,2,Final Exam,final,72.1,100.0,2025-11-02T00:00:00
502,56,1,Quiz 1,quiz,73.4,100.0,2025-11-24T00:00:00
503,56,1,Midterm,midterm,74.6,100.0,2025-11-30T00:00:00
504,56,1,Final Exam,final,70.0,100.0,2025-11-23T00:00:00
505,56,3,Quiz 1,quiz,59.6,100.0,2026-02-22T00:00:00
506,56,3,Midterm,midterm,69.2,100.0,2025-11-01T00:00:00
507,56,3,Final Exam,final,63.4,100.0,2025-11-03T00:00:00
508,58,31,Quiz 1,quiz,45.6,100.0,2025-11-09T00:00:00
509,58,31,Midterm,midterm,58.4,100.0,2026-01-28T00:00:00
510,58,31,Final Exam,final,83.3,100.0,2026-01-06T00:00:00
511,58,33,Quiz 1,quiz,93.8,100.0,2025-12-20T00:00:00
512,58,33,Midterm,midterm,79.8,100.0,2025-12-30T00:00:00
513,58,33,Final Exam,final,93.2,100.0,2025-12-26T00:00:00
514,58,29,Quiz 1,quiz,71.3,100.0,2025-12-19T00:00:00
515,58,29,Midterm,midterm,96.1,100.0,2025-11-15T00:00:00
516,58,29,Final Exam,final,100.0,100.0,2025-11-06T00:00:00
517,59,16,Quiz 1,quiz,44.0,100.0,2026-02-25T00:00:00
518,59,16,Midterm,midterm,73.3,100.0,2025-11-04T00:00:00
519,59,16,Final Exam,final,71.3,100.0,2026-01-05T00:00:00
520,59,36,Quiz 1,quiz,63.6,100.0,2026-02-16T00:00:00
521,59,36,Midterm,midterm,77.4,100.0,2026-01-20T00:00:00
522,59,36,Final Exam,final,70.6,100.0,2026-01-16T00:00:00
523,59,31,Quiz 1,quiz,59.0,100.0,2026-01-25T00:00:00
524,59,31,Midterm,midterm,69.6,100.0,2026-02-20T00:00:00
525,59,31,Final Exam,final,88.1,100.0,2026-01-11T00:00:00
526,59,11,Quiz 1,quiz,72.7,100.0,2026-02-26T00:00:00
527,59,11,Midterm,midterm,79.4,100.0,2026-02-11T00:00:00
528,59,11,Final Exam,final,65.8,100.0,2026-01-26T00:00:00
529,60,34,Quiz 1,quiz,76.8,100.0,2026-01-01T00:00:00
530,60,34,Midterm,midterm,51.9,100.0,2026-01-31T00:00:00
531,60,34,Final Exam,final,62.5,100.0,2025-12-20T00:00:00
532,60,33,Quiz 1,quiz,68.5,100.0,2025-11-16T00:00:00
533,60,33,Midterm,midterm,50.9,100.0,2025-11-02T00:00:00
534,60,33,Final Exam,final,57.5,100.0,2026-01-10T00:00:00
535,60,32,Quiz 1,quiz,74.7,100.0,2025-11-11T00:00:00
536,60,32,Midterm,midterm,71.9,100.0,2026-02-13T00:00:00
537,60,32,Final Exam,final,82.1,100.0,2025-12-08T00:00:00
538,62,1,Quiz 1,quiz,61.0,100.0,2025-11-25T00:00:00
539,62,1,Midterm,midterm,70.9,100.0,2025-12-18T00:00:00
540,62,1,Final Exam,final,59.9,100.0,2025-12-20T00:00:00
541,62,3,Quiz 1,quiz,80.6,100.0,2026-02-10T00:00:00
542,62,3,Midterm,midterm,87.9,100.0,2025-11-12T00:00:00
543,62,3,Final Exam,final,77.2,100.0,2025-12-07T00:00:00
544,62,4,Quiz 1,quiz,85.9,100.0,2025-11-08T00:00:00
545,62,4,Midterm,midterm,70.5,100.0,2026-02-26T00:00:00
546,62,4,Final Exam,final,82.1,100.0,2026-02-01T00:00:00
547,62,2,Quiz 1,quiz,71.1,100.0,2025-12-01T00:00:00
548,62,2,Midterm,midterm,54.6,100.0,2026-02-23T00:00:00
549,62,2,Final Exam,final,73.7,100.0,2026-01-10T00:00:00
550,63,50,Quiz 1,quiz,55.1,100.0,2025-12-08T00:00:00
551,63,50,Midterm,midterm,100.0,100.0,2026-02-27T00:00:00
552,63,50,Final Exam,final,65.0,100.0,2025-12-11T00:00:00
553,63,48,Quiz 1,quiz,79.7,100.0,2026-01-23T00:00:00
554,63,48,Midterm,midterm,69.8,100.0,2025-12-02T00:00:00
555,63,48,Final Exam,final,51.5,100.0,2026-01-22T00:00:00
556,63,49,Quiz 1,quiz,41.5,100.0,2026-03-01T00:00:00
557,63,49,Midterm,midterm,81.2,100.0,2025-11-11T00:00:00
558,63,49,Final Exam,final,93.2,100.0,2026-01-15T00:00:00
559,64,7,Quiz 1,quiz,59.0,100.0,2026-01-05T00:00:00
560,64,7,Midterm,midterm,45.1,100.0,2026-02-05T00:00:00
561,64,7,Final Exam,final,65.1,100.0,2025-11-07T00:00:00
562,64,6,Quiz 1,quiz,55.9,100.0,2026-02-09T00:00:00
563,64,6,Midterm,midterm,60.2,100.0,2026-01-01T00:00:00
564,64,6,Final Exam,final,79.2,100.0,2025-12-06T00:00:00
565,64,5,Quiz 1,quiz,69.2,100.0,2025-12-24T00:00:00
566,64,5,Midterm,midterm,57.6,100.0,2026-02-09T00:00:00
567,64,5,Final Exam,final,78.8,100.0,2026-02-05T00:00:00
568,65,16,Quiz 1,quiz,80.0,100.0,2026-02-07T00:00:00
569,65,16,Midterm,midterm,64.9,100.0,2026-02-18T00:00:00
570,65,16,Final Exam,final,72.1,100.0,2026-01-10T00:00:00
571,65,14,Quiz 1,quiz,77.8,100.0,2026-01-22T00:00:00
572,65,14,Midterm,midterm,76.4,100.0,2025-11-18T00:00:00
573,65,14,Final Exam,final,70.6,100.0,2025-11-25T00:00:00
574,65,15,Quiz 1,quiz,91.5,100.0,2025-12-11T00:00:00
575,65,15,Midterm,midterm,78.7,100.0,2025-12-10T00:00:00
576,65,15,Final Exam,final,63.2,100.0,2025-12-23T00:00:00
577,66,45,Quiz 1,quiz,63.3,100.0,2026-02-19T00:00:00
578,66,45,Midterm,midterm,61.6,100.0,2026-01-15T00:00:00
579,66,45,Final Exam,final,79.5,100.0,2025-12-11T00:00:00
580,66,46,Quiz 1,quiz,60.7,100.0,2026-02-15T00:00:00
581,66,46,Midterm,midterm,63.6,100.0,2026-01-26T00:00:00
582,66,46,Final Exam,final,85.9,100.0,2026-02-10T00:00:00
583,67,7,Quiz 1,quiz,72.9,100.0,2025-11-13T00:00:00
584,67,7,Midterm,midterm,88.0,100.0,2025-11-05T00:00:00
585,67,7,Final Exam,final,82.0,100.0,2025-11-01T00:00:00
586,67,5,Quiz 1,quiz,52.3,100.0,2025-11-26T00:00:00
587,67,5,Midterm,midterm,68.5,100.0,2026-02-02T00:00:00
588,67,5,Final Exam,final,84.8,100.0,2026-02-07T00:00:00
589,67,6,Quiz 1,quiz,51.7,100.0,2025-11-03T00:00:00
590,67,6,Midterm,midterm,76.3,100.0,2025-12-29T00:00:00
591,67,6,Final Exam,final,69.4,100.0,2026-02-15T00:00:00
592,68,5,Quiz 1,quiz,43.7,100.0,2026-02-05T00:00:00
593,68,5,Midterm,midterm,71.8,100.0,2025-12-22T00:00:00
594,68,5,Final Exam,final,57.4,100.0,2026-02-26T00:00:00
595,68,6,Quiz 1,quiz,52.5,100.0,2025-11-24T00:00:00
596,68,6,Midterm,midterm,70.1,100.0,2025-11-01T00:00:00
597,68,6,Final Exam,final,41.0,100.0,2025-12-18T00:00:00
598,68,7,Quiz 1,quiz,59.9,100.0,2026-02-13T00:00:00
599,68,7,Midterm,midterm,100.0,100.0,2026-02-13T00:00:00
600,68,7,Final Exam,final,79.8,100.0,2025-12-06T00:00:00
601,69,46,Quiz 1,quiz,56.8,100.0,2026-03-01T00:00:00
602,69,46,Midterm,midterm,91.1,100.0,2025-12-13T00:00:00
603,69,46,Final Exam,final,55.1,100.0,2026-02-04T00:00:00
604,69,47,Quiz 1,quiz,61.7,100.0,2026-01-15T00:00:00
605,69,47,Midterm,midterm,52.8,100.0,2025-12-19T00:00:00
606,69,47,Final Exam,final,73.8,100.0,2025-12-27T00:00:00
607,69,45,Quiz 1,quiz,90.5,100.0,2026-02-15T00:00:00
608,69,45,Midterm,midterm,55.0,100.0,2025-11-10T00:00:00
609,69,45,Final Exam,final,39.1,100.0,2025-12-13T00:00:00
610,71,13,Quiz 1,quiz,86.4,100.0,2025-11-03T00:00:00
611,71,13,Midterm,midterm,93.3,100.0,2026-02-24T00:00:00
612,71,13,Final Exam,final,40.1,100.0,2026-01-28T00:00:00
613,71,12,Quiz 1,quiz,76.9,100.0,2025-11-06T00:00:00
614,71,12,Midterm,midterm,73.4,100.0,2025-12-26T00:00:00
615,71,12,Final Exam,final,58.2,100.0,2025-12-26T00:00:00
616,71,10,Quiz 1,quiz,49.1,100.0,2026-02-23T00:00:00
617,71,10,Midterm,midterm,84.9,100.0,2026-01-25T00:00:00
618,71,10,Final Exam,final,72.7,100.0,2025-12-20T00:00:00
619,72,7,Quiz 1,quiz,73.8,100.0,2025-12-25T00:00:00
620,72,7,Midterm,midterm,60.7,100.0,2025-12-05T00:00:00
621,72,7,Final Exam,final,58.0,100.0,2025-11-12T00:00:00
622,72,5,Quiz 1,quiz,33.2,100.0,2025-11-10T00:00:00
623,72,5,Midterm,midterm,66.6,100.0,2025-11-02T00:00:00
624,72,5,Final Exam,final,91.6,100.0,2026-02-24T00:00:00
625,72,6,Quiz 1,quiz,56.6,100.0,2026-01-22T00:00:00
626,72,6,Midterm,midterm,47.2,100.0,2025-12-21T00:00:00
627,72,6,Final Exam,final,76.5,100.0,2026-02-26T00:00:00
628,73,5,Quiz 1,quiz,79.3,100.0,2025-12-18T00:00:00
629,73,5,Midterm,midterm,61.2,100.0,2025-12-09T00:00:00
630,73,5,Final Exam,final,64.8,100.0,2026-02-20T00:00:00
631,73,6,Quiz 1,quiz,74.0,100.0,2025-11-12T00:00:00
632,73,6,Midterm,midterm,67.7,100.0,2026-01-30T00:00:00
633,73,6,Final Exam,final,85.0,100.0,2025-11-12T00:00:00
634,73,7,Quiz 1,quiz,100.0,100.0,2026-01-30T00:00:00
635,73,7,Midterm,midterm,44.4,100.0,2026-02-16T00:00:00
636,73,7,Final Exam,final,88.4,100.0,2026-02-23T00:00:00
637,74,44,Quiz 1,quiz,71.6,100.0,2026-03-01T00:00:00
638,74,44,Midterm,midterm,90.8,100.0,2025-11-29T00:00:00
639,74,44,Final Exam,final,80.9,100.0,2025-12-07T00:00:00
640,74,42,Quiz 1,quiz,70.9,100.0,2025-11-01T00:00:00
641,74,42,Midterm,midterm,81.4,100.0,2026-02-12T00:00:00
642,74,42,Final Exam,final,64.1,100.0,2025-12-28T00:00:00
643,74,43,Quiz 1,quiz,58.4,100.0,2026-01-09T00:00:00
644,74,43,Midterm,midterm,82.2,100.0,2025-12-12T00:00:00
645,74,43,Final Exam,final,57.3,100.0,2025-11-13T00:00:00
646,75,3,Quiz 1,quiz,79.6,100.0,2025-12-22T00:00:00
647,75,3,Midterm,midterm,70.5,100.0,2026-01-18T00:00:00
648,75,3,Final Exam,final,35.1,100.0,2026-02-13T00:00:00
649,75,1,Quiz 1,quiz,61.4,100.0,2026-02-27T00:00:00
650,75,1,Midterm,midterm,75.0,100.0,2026-02-26T00:00:00
651,75,1,Final Exam,final,63.9,100.0,2026-01-15T00:00:00
652,75,4,Quiz 1,quiz,31.8,100.0,2025-12-05T00:00:00
653,75,4,Midterm,midterm,89.8,100.0,2026-02-07T00:00:00
654,75,4,Final Exam,final,72.5,100.0,2026-01-19T00:00:00
655,77,6,Quiz 1,quiz,76.7,100.0,2025-12-31T00:00:00
656,77,6,Midterm,midterm,62.9,100.0,2025-11-06T00:00:00
657,77,6,Final Exam,final,78.0,100.0,2026-01-06T00:00:00
658,77,5,Quiz 1,quiz,97.5,100.0,2026-01-18T00:00:00
659,77,5,Midterm,midterm,59.0,100.0,2025-11-02T00:00:00
660,77,5,Final Exam,final,95.0,100.0,2025-12-18T00:00:00
661,77,7,Quiz 1,quiz,76.0,100.0,2026-02-07T00:00:00
662,77,7,Midterm,midterm,57.0,100.0,2026-01-11T00:00:00
663,77,7,Final Exam,final,100.0,100.0,2026-02-06T00:00:00
664,78,49,Quiz 1,quiz,75.9,100.0,2025-11-25T00:00:00
665,78,49,Midterm,midterm,80.1,100.0,2025-12-26T00:00:00
666,78,49,Final Exam,final,66.0,100.0,2025-12-24T00:00:00
667,78,48,Quiz 1,quiz,58.1,100.0,2026-01-10T00:00:00
668,78,48,Midterm,midterm,72.5,100.0,2025-11-26T00:00:00
669,78,48,Final Exam,final,93.7,100.0,2025-12-08T00:00:00
670,78,50,Quiz 1,quiz,65.4,100.0,2026-01-10T00:00:00
671,78,50,Midterm,midterm,69.6,100.0,2025-11-19T00:00:00
672,78,50,Final Exam,final,91.8,100.0,2025-12-19T00:00:00
673,79,45,Quiz 1,quiz,65.5,100.0,2026-01-08T00:00:00
674,79,45,Midterm,midterm,77.7,100.0,2026-02-01T00:00:00
675,79,45,Final Exam,final,83.2,100.0,2026-01-12T00:00:00
676,79,47,Quiz 1,quiz,67.0,100.0,2026-01-12T00:00:00
677,79,47,Midterm,midterm,74.6,100.0,2026-01-19T00:00:00
678,79,47,Final Exam,final,79.9,100.0,2025-12-22T00:00:00
679,79,46,Quiz 1,quiz,64.0,100.0,2025-11-21T00:00:00
680,79,46,Midterm,midterm,82.2,100.0,2025-12-20T00:00:00
681,79,46,Final Exam,final,61.8,100.0,2026-01-17T00:00:00
682,80,48,Quiz 1,quiz,59.9,100.0,2025-12-29T00:00:00
683,80,48,Midterm,midterm,47.1,100.0,2026-02-09T00:00:00
684,80,48,Final Exam,final,62.4,100.0,2025-11-02T00:00:00
685,80,49,Quiz 1,quiz,57.8,100.0,2026-01-07T00:00:00
686,80,49,Midterm,midterm,64.0,100.0,2025-11-30T00:00:00
687,80,49,Final Exam,final,79.2,100.0,2026-01-09T00:00:00
688,80,50,Quiz 1,quiz,44.1,100.0,2025-12-26T00:00:00
689,80,50,Midterm,midterm,40.4,100.0,2026-01-11T00:00:00
690,80,50,Final Exam,final,58.8,100.0,2026-01-11T00:00:00
691,81,7,Quiz 1,quiz,76.9,100.0,2026-01-06T00:00:00
692,81,7,Midterm,midterm,74.3,100.0,2026-02-23T00:00:00
693,81,7,Final Exam,final,58.5,100.0,2026-01-21T00:00:00
694,81,5,Quiz 1,quiz,87.5,100.0,2026-01-12T00:00:00
695,81,5,Midterm,midterm,60.1,100.0,2025-11-16T00:00:00
696,81,5,Final Exam,final,76.9,100.0,2025-12-31T00:00:00
697,81,6,Quiz 1,quiz,64.6,100.0,2026-01-07T00:00:00
698,81,6,Midterm,midterm,57.0,100.0,2026-01-27T00:00:00
699,81,6,Final Exam,final,60.9,100.0,2026-01-24T00:00:00
700,82,38,Quiz 1,quiz,81.0,100.0,2026-01-22T00:00:00
701,82,38,Midterm,midterm,75.4,100.0,2026-01-02T00:00:00
702,82,38,Final Exam,final,84.5,100.0,2026-02-09T00:00:00
703,82,37,Quiz 1,quiz,75.4,100.0,2026-01-18T00:00:00
704,82,37,Midterm,midterm,45.8,100.0,2025-11-10T00:00:00
705,82,37,Final Exam,final,100.0,100.0,2025-12-17T00:00:00
706,82,35,Quiz 1,quiz,75.6,100.0,2025-11-04T00:00:00
707,82,35,Midterm,midterm,77.7,100.0,2025-12-18T00:00:00
708,82,35,Final Exam,final,64.3,100.0,2026-02-11T00:00:00
709,82,40,Quiz 1,quiz,86.7,100.0,2026-01-15T00:00:00
710,82,40,Midterm,midterm,53.6,100.0,2025-12-25T00:00:00
711,82,40,Final Exam,final,79.1,100.0,2025-11-24T00:00:00
712,82,36,Quiz 1,quiz,38.8,100.0,2025-12-17T00:00:00
713,82,36,Midterm,midterm,80.2,100.0,2025-12-29T00:00:00
714,82,36,Final Exam,final,53.8,100.0,2026-02-17T00:00:00
715,82,39,Quiz 1,quiz,74.2,100.0,2025-11-10T00:00:00
716,82,39,Midterm,midterm,90.4,100.0,2026-01-12T00:00:00
717,82,39,Final Exam,final,82.3,100.0,2025-12-29T00:00:00
718,83,6,Quiz 1,quiz,88.4,100.0,2026-02-23T00:00:00
719,83,6,Midterm,midterm,86.8,100.0,2025-12-19T00:00:00
720,83,6,Final Exam,final,62.1,100.0,2025-11-03T00:00:00
721,83,5,Quiz 1,quiz,79.0,100.0,2026-01-28T00:00:00
722,83,5,Midterm,midterm,44.1,100.0,2026-01-16T00:00:00
723,83,5,Final Exam,final,59.7,100.0,2025-12-01T00:00:00
724,83,7,Quiz 1,quiz,90.9,100.0,2025-11-17T00:00:00
725,83,7,Midterm,midterm,64.2,100.0,2025-11-03T00:00:00
726,83,7,Final Exam,final,42.0,100.0,2026-03-01T00:00:00
727,84,31,Quiz 1,quiz,100.0,100.0,2025-11-12T00:00:00
728,84,31,Midterm,midterm,78.4,100.0,2025-11-17T00:00:00
729,84,31,Final Exam,final,81.5,100.0,2025-12-26T00:00:00
730,84,30,Quiz 1,quiz,55.3,100.0,2026-02-21T00:00:00
731,84,30,Midterm,midterm,74.3,100.0,2026-01-29T00:00:00
732,84,30,Final Exam,final,73.9,100.0,2026-02-06T00:00:00
733,84,29,Quiz 1,quiz,57.7,100.0,2025-12-16T00:00:00
734,84,29,Midterm,midterm,67.5,100.0,2025-12-29T00:00:00
735,84,29,Final Exam,final,47.5,100.0,2026-02-17T00:00:00
736,84,32,Quiz 1,quiz,64.8,100.0,2026-01-20T00:00:00
737,84,32,Midterm,midterm,84.6,100.0,2026-01-06T00:00:00
738,84,32,Final Exam,final,58.8,100.0,2026-01-13T00:00:00
739,84,34,Quiz 1,quiz,98.6,100.0,2026-01-11T00:00:00
740,84,34,Midterm,midterm,48.5,100.0,2026-02-15T00:00:00
741,84,34,Final Exam,final,66.1,100.0,2026-02-20T00:00:00
742,85,30,Quiz 1,quiz,60.2,100.0,2025-11-24T00:00:00
743,85,30,Midterm,midterm,67.3,100.0,2025-12-19T00:00:00
744,85,30,Final Exam,final,90.6,100.0,2025-11-02T00:00:00
745,85,31,Quiz 1,quiz,55.2,100.0,2025-12-09T00:00:00
746,85,31,Midterm,midterm,63.2,100.0,2025-11-11T00:00:00
747,85,31,Final Exam,final,79.8,100.0,2026-01-10T00:00:00
748,85,33,Quiz 1,quiz,71.4,100.0,2026-02-18T00:00:00
749,85,33,Midterm,midterm,72.6,100.0,2025-11-01T00:00:00
750,85,33,Final Exam,final,55.5,100.0,2026-02-06T00:00:00
751,86,6,Quiz 1,quiz,68.9,100.0,2026-03-01T00:00:00
752,86,6,Midterm,midterm,87.0,100.0,2026-02-23T00:00:00
753,86,6,Final Exam,final,45.9,100.0,2026-01-13T00:00:00
754,86,5,Quiz 1,quiz,59.5,100.0,2025-12-18T00:00:00
755,86,5,Midterm,midterm,42.8,100.0,2026-02-28T00:00:00
756,86,5,Final Exam,final,78.1,100.0,2025-11-18T00:00:00
757,86,7,Quiz 1,quiz,88.4,100.0,2026-03-01T00:00:00
758,86,7,Midterm,midterm,67.2,100.0,2025-11-10T00:00:00
759,86,7,Final Exam,final,54.9,100.0,2026-02-09T00:00:00
760,87,26,Quiz 1,quiz,55.4,100.0,2025-12-30T00:00:00
761,87,26,Midterm,midterm,65.5,100.0,2025-12-17T00:00:00
762,87,26,Final Exam,final,65.5,100.0,2025-12-13T00:00:00
763,87,28,Quiz 1,quiz,83.7,100.0,2026-01-05T00:00:00
764,87,28,Midterm,midterm,60.0,100.0,2025-12-11T00:00:00
765,87,28,Final Exam,final,76.5,100.0,2025-11-16T00:00:00
766,87,27,Quiz 1,quiz,65.4,100.0,2025-12-29T00:00:00
767,87,27,Midterm,midterm,58.8,100.0,2026-01-02T00:00:00
