id,student_id,academic_year,semester,weighted_average,total_credits,failed_courses,status_at_time,failed_courses_json,academic_year_label,year_level,result_type,created_at
260,59,2021,2,97.08,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
261,59,2022,1,72.3,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
262,59,2022,2,48.44,20,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
263,59,2023,1,86.37,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
264,59,2023,2,62.98,19,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
265,60,2021,1,84.52,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
266,60,2021,2,73.46,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
267,60,2022,1,53.16,20,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
268,60,2022,2,75.14,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
269,60,2023,1,74.25,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
270,60,2023,2,85.82,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
271,60,2024,1,78.27,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
272,60,2024,2,57.13,17,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
273,62,2021,1,84.03,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
274,62,2021,2,67.03,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
275,62,2022,1,92.64,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
276,62,2022,2,67.74,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
277,63,2021,1,69.46,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
278,63,2021,2,62.14,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
279,63,2022,1,66.02,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
280,63,2022,2,62.84,20,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
281,63,2023,1,86.12,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
282,63,2023,2,56.02,18,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
283,63,2024,1,81.65,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
284,63,2024,2,81.94,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
285,64,2021,1,88.53,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
286,64,2021,2,72.53,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
287,65,2021,1,59.68,18,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
288,65,2021,2,69.94,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
289,65,2022,1,79.14,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
290,65,2022,2,73.02,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
291,65,2023,1,76.4,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
292,65,2023,2,88.38,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
293,65,2024,1,78.98,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
294,65,2024,2,74.38,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
295,65,2025,1,49.87,18,2,CARRY_OVER,,2025/2026,5,CARRY_OVER,2026-01-15T00:00:00
296,65,2025,2,62.59,17,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
297,66,2021,1,67.14,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
298,66,2021,2,48.27,15,0,REPEATER,,2021/2022,1,REPEATER,2022-06-15T00:00:00
299,66,2022,1,58.69,18,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
300,66,2022,2,68.78,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
301,67,2021,1,70.73,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
302,67,2021,2,78.07,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
303,67,2022,1,69.54,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
304,67,2022,2,74.98,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
305,67,2023,1,66.99,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
306,67,2023,2,72.5,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
307,67,2024,1,77.41,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
308,67,2024,2,89.67,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
309,68,2021,1,65.82,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
310,68,2021,2,73.73,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
311,68,2022,1,82.43,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
312,68,2022,2,54.72,20,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
313,69,2021,1,95.97,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
314,69,2021,2,86.15,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
315,69,2022,1,51.46,18,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
316,69,2022,2,76.46,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
317,69,2023,1,65.23,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
318,69,2023,2,67.23,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
319,69,2024,1,76.21,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
320,69,2024,2,84.6,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
321,71,2021,1,66.41,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
322,71,2021,2,66.57,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
323,71,2022,1,76.47,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
324,71,2022,2,78.86,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
325,72,2021,1,59.91,15,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
326,72,2021,2,92.68,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
327,72,2022,1,64.28,15,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
328,72,2022,2,83.58,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
329,72,2023,1,77.42,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
330,72,2023,2,79.28,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
331,72,2024,1,64.51,18,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-01-15T00:00:00
332,72,2024,2,51.31,15,2,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
333,73,2021,1,71.74,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
334,73,2021,2,71.79,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
335,73,2022,1,60.5,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
336,73,2022,2,83.02,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
337,73,2023,1,71.38,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
338,73,2023,2,62.29,19,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
339,73,2024,1,79.02,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
340,73,2024,2,79.34,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
341,74,2021,1,63.4,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
342,74,2021,2,86.8,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
343,74,2022,1,98.92,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
344,74,2022,2,58.92,17,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
345,74,2023,1,69.8,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
346,74,2023,2,76.04,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
347,75,2021,1,99.36,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
348,75,2021,2,63.19,16,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
349,75,2022,1,60.72,19,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
350,75,2022,2,60.64,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
351,75,2023,1,86.66,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
352,75,2023,2,63.51,20,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
353,77,2021,1,61.8,20,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
354,77,2021,2,74.77,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
355,77,2022,1,75.7,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
356,77,2022,2,84.85,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
357,77,2023,1,73.1,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
358,77,2023,2,74.99,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
359,78,2021,1,70.74,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
360,78,2021,2,56.35,15,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
361,78,2022,1,69.6,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
362,78,2022,2,72.75,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
363,79,2021,1,66.67,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
364,79,2021,2,53.23,19,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
365,79,2022,1,58.38,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
366,79,2022,2,71.53,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
367,80,2021,1,83.19,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
368,80,2021,2,92.19,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
369,81,2021,1,69.79,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
370,81,2021,2,63.4,18,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
371,82,2021,1,67.53,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
372,82,2021,2,59.44,15,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
373,83,2021,1,81.45,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
374,83,2021,2,97.65,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
375,83,2022,1,63.69,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
376,83,2022,2,57.7,16,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
377,84,2021,1,84.08,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
378,84,2021,2,75.82,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
379,85,2021,1,76.02,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
380,85,2021,2,91.06,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
381,85,2022,1,55.6,20,0,REPEATER,,2022/2023,2,REPEATER,2023-01-15T00:00:00
382,85,2022,2,55.27,17,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
383,85,2023,1,70.06,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
384,85,2023,2,72.76,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
385,85,2024,1,67.74,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
386,85,2024,2,100.0,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
387,86,2021,1,68.28,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
388,86,2021,2,65.39,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
389,86,2022,1,73.49,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
390,86,2022,2,83.65,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
391,86,2023,1,63.29,15,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
392,86,2023,2,70.24,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
393,86,2024,1,83.99,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
394,86,2024,2,84.66,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
395,87,2021,1,74.61,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
396,87,2021,2,100.0,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
397,87,2022,1,95.77,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
398,87,2022,2,55.13,19,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
399,87,2023,1,51.7,15,0,REPEATER,,2023/2024,3,REPEATER,2024-01-15T00:00:00
400,87,2023,2,81.55,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
401,87,2024,1,88.38,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
402,87,2024,2,69.3,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
403,87,2025,1,65.97,19,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
404,87,2025,2,62.16,19,2,CARRY_OVER,,2025/2026,5,CARRY_OVER,2026-06-15T00:00:00
405,87,2026,1,57.98,19,2,CARRY_OVER,,2026/2027,6,CARRY_OVER,2027-01-15T00:00:00
406,87,2026,2,85.64,17,0,PROMOTED,,2026/2027,6,PROMOTED,2027-06-15T00:00:00
407,88,2021,1,67.42,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
408,88,2021,2,75.62,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
409,88,2022,1,50.09,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
410,88,2022,2,84.03,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
411,88,2023,1,79.05,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
412,88,2023,2,55.86,16,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
413,89,2021,1,75.11,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
414,89,2021,2,72.06,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
415,89,2022,1,66.6,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
416,89,2022,2,37.16,18,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
417,89,2023,1,64.08,17,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
418,89,2023,2,75.63,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
419,90,2021,1,65.42,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
420,90,2021,2,69.34,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
421,90,2022,1,89.96,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
422,90,2022,2,71.07,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
423,90,2023,1,46.84,20,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
424,90,2023,2,69.78,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
425,90,2024,1,73.19,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
426,90,2024,2,62.1,15,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
427,90,2025,1,80.82,19,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
428,90,2025,2,54.45,18,1,CARRY_OVER,,2025/2026,5,CARRY_OVER,2026-06-15T00:00:00
429,91,2021,1,70.35,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
430,91,2021,2,54.31,18,0,REPEATER,,2021/2022,1,REPEATER,2022-06-15T00:00:00
431,93,2021,1,68.45,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
432,93,2021,2,80.5,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
433,93,2022,1,70.06,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
434,93,2022,2,69.36,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
435,93,2023,1,72.33,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
436,93,2023,2,72.93,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
437,93,2024,1,80.33,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
438,93,2024,2,80.4,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
439,94,2021,1,89.06,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
440,94,2021,2,74.01,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
441,94,2022,1,52.07,16,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
442,94,2022,2,82.3,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
443,94,2023,1,88.2,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
444,94,2023,2,100.0,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
445,94,2024,1,89.42,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
446,94,2024,2,66.12,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
447,95,2021,1,74.25,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
448,95,2021,2,68.75,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
449,98,2021,1,67.12,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
450,98,2021,2,70.64,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
451,98,2022,1,87.43,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
452,98,2022,2,52.93,15,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
453,100,2021,1,59.97,17,0,REPEATER,,2021/2022,1,REPEATER,2022-01-15T00:00:00
454,100,2021,2,86.63,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
455,100,2022,1,89.44,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
456,100,2022,2,64.09,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
457,100,2023,1,91.81,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
458,100,2023,2,83.71,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
459,100,2024,1,68.79,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
460,100,2024,2,42.78,18,2,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
461,100,2025,1,51.98,16,1,CARRY_OVER,,2025/2026,5,CARRY_OVER,2026-01-15T00:00:00
462,100,2025,2,64.1,20,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
463,100,2026,1,81.12,16,0,PROMOTED,,2026/2027,6,PROMOTED,2027-01-15T00:00:00
464,100,2026,2,81.16,15,0,PROMOTED,,2026/2027,6,PROMOTED,2027-06-15T00:00:00
465,101,2021,1,66.4,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
466,101,2021,2,69.22,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
467,103,2021,1,71.61,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
468,103,2021,2,69.38,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
469,103,2022,1,73.96,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
470,103,2022,2,71.64,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
471,103,2023,1,51.91,16,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
472,103,2023,2,69.51,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
473,103,2024,1,71.73,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
474,103,2024,2,83.88,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
475,104,2021,1,62.02,19,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
476,104,2021,2,74.45,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
477,104,2022,1,78.75,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
478,104,2022,2,70.22,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
479,105,2021,1,50.94,15,0,REPEATER,,2021/2022,1,REPEATER,2022-01-15T00:00:00
480,105,2021,2,84.12,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
481,105,2022,1,80.97,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
482,105,2022,2,74.75,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
483,105,2023,1,72.48,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
484,105,2023,2,50.62,17,0,REPEATER,,2023/2024,3,REPEATER,2024-06-15T00:00:00
485,105,2024,1,81.3,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
486,105,2024,2,89.84,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
487,106,2021,1,58.64,15,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
488,106,2021,2,88.14,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
489,106,2022,1,85.58,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
490,106,2022,2,58.28,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
491,106,2023,1,67.27,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
492,106,2023,2,55.25,19,0,REPEATER,,2023/2024,3,REPEATER,2024-06-15T00:00:00
493,106,2024,1,71.22,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
494,106,2024,2,77.38,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
495,106,2025,1,56.15,20,0,REPEATER,,2025/2026,5,REPEATER,2026-01-15T00:00:00
496,106,2025,2,76.63,19,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
497,107,2021,1,79.67,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
498,107,2021,2,79.84,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
499,107,2022,1,77.45,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
500,107,2022,2,57.26,18,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
501,107,2023,1,70.54,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
502,107,2023,2,76.23,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
503,107,2024,1,89.53,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
504,107,2024,2,72.03,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
505,108,2021,1,77.11,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
506,108,2021,2,60.82,18,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
507,109,2021,1,58.14,17,0,REPEATER,,2021/2022,1,REPEATER,2022-01-15T00:00:00
508,109,2021,2,56.6,15,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
509,109,2022,1,66.96,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
510,109,2022,2,96.74,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
511,110,2021,1,67.18,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
512,110,2021,2,76.38,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
513,110,2022,1,78.69,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
514,110,2022,2,58.9,19,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
515,110,2023,1,66.78,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
516,110,2023,2,79.49,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
517,110,2024,1,77.14,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
518,110,2024,2,48.07,15,0,REPEATER,,2024/2025,4,REPEATER,2025-06-15T00:00:00
