id,student_id,course_id,enrolled_at,status,academic_year_snapshot,is_current,semester_snapshot,final_percentage,result,attendance_exception
364,120,49,2025-09-24T00:00:00,COMPLETED,4,False,1,75.4,PASSED,False
365,120,48,2025-09-19T00:00:00,ACTIVE,4,True,1,,,False
366,120,50,2025-09-25T00:00:00,COMPLETED,4,False,1,79.2,PASSED,False
367,125,23,2025-09-16T00:00:00,COMPLETED,4,False,2,54.2,FAILED,False
368,125,15,2025-09-27T00:00:00,ACTIVE,4,True,2,,,False
369,125,18,2025-09-23T00:00:00,ACTIVE,4,True,2,,,False
370,125,21,2025-09-27T00:00:00,ACTIVE,4,True,2,,,False
371,126,28,2025-09-29T00:00:00,COMPLETED,5,False,1,43.2,FAILED,False
372,126,27,2025-09-03T00:00:00,DROPPED,5,False,1,,,False
373,126,26,2025-09-03T00:00:00,COMPLETED,5,False,1,42.5,FAILED,False
374,126,25,2025-09-09T00:00:00,ACTIVE,5,True,1,,,False
375,127,28,2025-09-21T00:00:00,COMPLETED,4,False,2,66.4,PASSED,False
376,127,25,2025-09-14T00:00:00,ACTIVE,4,True,2,,,False
377,127,27,2025-09-05T00:00:00,COMPLETED,4,False,2,67.9,PASSED,False
378,128,28,2025-09-07T00:00:00,ACTIVE,4,True,1,,,False
379,128,27,2025-09-08T00:00:00,COMPLETED,4,False,1,91.0,PASSED,False
380,128,25,2025-09-17T00:00:00,ACTIVE,4,True,1,,,False
381,128,26,2025-09-14T00:00:00,DROPPED,4,False,1,,,False
382,129,22,2025-09-19T00:00:00,ACTIVE,6,True,2,,,False
383,129,23,2025-09-06T00:00:00,COMPLETED,6,False,2,85.3,PASSED,False
384,129,24,2025-09-12T00:00:00,FAILED,6,False,2,45.9,FAILED,False
385,129,20,2025-09-25T00:00:00,ACTIVE,6,True,2,,,False
386,129,21,2025-09-10T00:00:00,FAILED,6,False,2,40.4,FAILED,False
387,130,7,2025-09-06T00:00:00,COMPLETED,3,False,2,42.8,FAILED,False
388,130,5,2025-09-23T00:00:00,ACTIVE,3,True,2,,,False
389,130,6,2025-09-26T00:00:00,ACTIVE,3,True,2,,,False
390,132,8,2025-09-09T00:00:00,COMPLETED,5,False,2,38.9,FAILED,False
391,132,13,2025-09-07T00:00:00,ACTIVE,5,True,2,,,False
392,132,10,2025-09-02T00:00:00,ACTIVE,5,True,2,,,False
393,132,11,2025-09-12T00:00:00,ACTIVE,5,True,2,,,False
394,133,12,2025-09-25T00:00:00,COMPLETED,3,False,2,95.2,PASSED,False
395,133,9,2025-09-15T00:00:00,ACTIVE,3,True,2,,,False
396,133,10,2025-09-24T00:00:00,FAILED,3,False,2,40.9,FAILED,False
397,133,8,2025-09-17T00:00:00,DROPPED,3,False,2,,,False
398,133,11,2025-09-23T00:00:00,DROPPED,3,False,2,,,False
399,133,13,2025-09-25T00:00:00,COMPLETED,3,False,2,92.7,PASSED,False
400,134,44,2025-09-24T00:00:00,ACTIVE,1,True,1,,,False
401,134,42,2025-09-22T00:00:00,COMPLETED,1,False,1,32.8,FAILED,False
402,134,41,2025-09-10T00:00:00,ACTIVE,1,True,1,,,False
403,135,6,2025-09-11T00:00:00,ACTIVE,3,True,2,,,False
404,135,7,2025-09-21T00:00:00,ACTIVE,3,True,2,,,False
405,135,5,2025-09-17T00:00:00,ACTIVE,3,True,2,,,False
406,136,9,2025-09-03T00:00:00,COMPLETED,5,False,1,77.4,PASSED,False
407,136,8,2025-09-16T00:00:00,COMPLETED,5,False,1,57.6,FAILED,False
408,136,12,2025-09-20T00:00:00,ACTIVE,5,True,1,,,False
409,136,10,2025-09-02T00:00:00,ACTIVE,5,True,1,,,False
410,136,13,2025-09-12T00:00:00,DROPPED,5,False,1,,,False
411,138,37,2025-09-12T00:00:00,ACTIVE,1,True,2,,,False
412,138,38,2025-09-15T00:00:00,ACTIVE,1,True,2,,,False
413,138,40,2025-09-03T00:00:00,ACTIVE,1,True,2,,,False
414,138,35,2025-09-24T00:00:00,COMPLETED,1,False,2,92.1,PASSED,False
415,138,36,2025-09-10T00:00:00,COMPLETED,1,False,2,86.3,PASSED,False
416,138,39,2025-09-24T00:00:00,ACTIVE,1,True,2,,,False
417,139,34,2025-09-07T00:00:00,ACTIVE,2,True,2,,,False
418,139,32,2025-09-17T00:00:00,COMPLETED,2,False,2,99.2,PASSED,False
419,139,30,2025-09-19T00:00:00,COMPLETED,2,False,2,34.6,FAILED,False
420,139,31,2025-09-03T00:00:00,ACTIVE,2,True,2,,,True
421,139,29,2025-09-21T00:00:00,DROPPED,2,False,2,,,False
422,139,33,2025-09-14T00:00:00,ACTIVE,2,True,2,,,False
423,140,7,2025-09-06T00:00:00,ACTIVE,1,True,1,,,False
424,140,5,2025-09-16T00:00:00,FAILED,1,False,1,50.3,FAILED,False
425,140,6,2025-09-27T00:00:00,ACTIVE,1,True,1,,,False
426,141,44,2025-09-01T00:00:00,COMPLETED,4,False,1,31.9,FAILED,False
427,141,43,2025-09-10T00:00:00,ACTIVE,4,True,1,,,False
428,141,42,2025-09-27T00:00:00,ACTIVE,4,True,1,,,False
429,141,41,2025-09-04T00:00:00,DROPPED,4,False,1,,,False
430,142,4,2025-09-01T00:00:00,ACTIVE,1,True,2,,,False
431,142,1,2025-09-03T00:00:00,FAILED,1,False,2,49.4,FAILED,False
432,142,2,2025-09-12T00:00:00,ACTIVE,1,True,2,,,False
433,142,3,2025-09-19T00:00:00,ACTIVE,1,True,2,,,False
434,143,44,2025-09-28T00:00:00,ACTIVE,3,True,1,,,False
435,143,31,2025-09-05T00:00:00,COMPLETED,3,False,1,70.7,PASSED,False
436,143,17,2025-09-29T00:00:00,ACTIVE,3,True,1,,,False
437,144,30,2025-09-12T00:00:00,FAILED,4,False,1,74.5,FAILED,False
438,144,29,2025-09-10T00:00:00,ACTIVE,4,True,1,,,False
439,144,31,2025-09-30T00:00:00,DROPPED,4,False,1,,,False
440,144,34,2025-09-07T00:00:00,ACTIVE,4,True,1,,,False
441,144,32,2025-09-04T00:00:00,FAILED,4,False,1,42.8,FAILED,False
442,145,27,2025-09-23T00:00:00,COMPLETED,2,False,1,49.0,FAILED,False
443,145,26,2025-09-19T00:00:00,COMPLETED,2,False,1,36.7,FAILED,False
444,145,28,2025-09-05T00:00:00,COMPLETED,2,False,1,40.1,FAILED,False
445,146,38,2025-09-17T00:00:00,COMPLETED,2,False,2,45.3,FAILED,False
446,146,40,2025-09-29T00:00:00,COMPLETED,2,False,2,43.2,FAILED,False
447,146,37,2025-09-23T00:00:00,ACTIVE,2,True,2,,,False
448,146,35,2025-09-17T00:00:00,ACTIVE,2,True,2,,,False
449,146,39,2025-09-23T00:00:00,FAILED,2,False,2,79.9,FAILED,False
450,147,44,2025-09-05T00:00:00,COMPLETED,4,False,2,38.2,FAILED,False
451,147,42,2025-09-10T00:00:00,COMPLETED,4,False,2,63.6,PASSED,False
452,147,41,2025-09-05T00:00:00,ACTIVE,4,True,2,,,False
453,148,45,2025-09-24T00:00:00,ACTIVE,4,True,1,,,False
454,148,46,2025-09-08T00:00:00,ACTIVE,4,True,1,,,False
455,148,47,2025-09-23T00:00:00,COMPLETED,4,False,1,78.6,PASSED,False
456,149,30,2025-09-23T00:00:00,ACTIVE,2,True,1,,,False
457,149,34,2025-09-04T00:00:00,ACTIVE,2,True,1,,,False
458,149,29,2025-09-25T00:00:00,ACTIVE,2,True,1,,,False
459,149,33,2025-09-14T00:00:00,ACTIVE,2,True,1,,,False
460,150,33,2025-09-02T00:00:00,ACTIVE,2,True,1,,,False
461,150,7,2025-09-22T00:00:00,ACTIVE,2,True,1,,,True
462,150,3,2025-09-04T00:00:00,COMPLETED,2,False,1,36.8,FAILED,False
463,151,42,2025-09-01T00:00:00,ACTIVE,4,True,2,,,False
464,151,41,2025-09-28T00:00:00,ACTIVE,4,True,2,,,False
465,151,44,2025-09-09T00:00:00,ACTIVE,4,True,2,,,False
466,152,16,2025-09-17T00:00:00,ACTIVE,3,True,1,,,False
467,152,15,2025-09-04T00:00:00,ACTIVE,3,True,1,,,False
468,152,18,2025-09-25T00:00:00,ACTIVE,3,True,1,,,True
469,152,14,2025-09-07T00:00:00,COMPLETED,3,False,1,45.2,FAILED,False
470,154,39,2025-09-30T00:00:00,ACTIVE,3,True,2,,,False
471,154,35,2025-09-12T00:00:00,COMPLETED,3,False,2,79.5,PASSED,False
472,154,40,2025-09-22T00:00:00,FAILED,3,False,2,43.0,FAILED,False
473,154,38,2025-09-12T00:00:00,COMPLETED,3,False,2,42.7,FAILED,False
474,155,15,2025-09-25T00:00:00,ACTIVE,1,True,1,,,False
475,155,18,2025-09-04T00:00:00,ACTIVE,1,True,1,,,False
476,155,17,2025-09-17T00:00:00,ACTIVE,1,True,1,,,False
477,155,14,2025-09-25T00:00:00,ACTIVE,1,True,1,,,False
478,156,50,2025-09-11T00:00:00,DROPPED,2,False,2,,,False
479,156,48,2025-09-13T00:00:00,ACTIVE,2,True,2,,,False
480,156,49,2025-09-20T00:00:00,ACTIVE,2,True,2,,,False
481,158,15,2025-09-26T00:00:00,COMPLETED,3,False,1,92.6,PASSED,False
482,158,29,2025-09-06T00:00:00,COMPLETED,3,False,1,77.5,PASSED,True
483,158,44,2025-09-22T00:00:00,ACTIVE,3,True,1,,,False
484,158,36,2025-09-04T00:00:00,ACTIVE,3,True,1,,,False
485,159,19,2025-09-13T00:00:00,ACTIVE,2,True,2,,,False
486,159,20,2025-09-04T00:00:00,ACTIVE,2,True,2,,,False
487,159,22,2025-09-29T00:00:00,ACTIVE,2,True,2,,,False
488,160,46,2025-09-07T00:00:00,ACTIVE,2,True,2,,,False
489,160,45,2025-09-13T00:00:00,ACTIVE,2,True,2,,,False
490,160,47,2025-09-27T00:00:00,ACTIVE,2,True,2,,,False
491,161,27,2025-09-12T00:00:00,ACTIVE,2,True,2,,,False
492,161,28,2025-09-20T00:00:00,ACTIVE,2,True,2,,,False
493,161,26,2025-09-16T00:00:00,ACTIVE,2,True,2,,,False
494,161,25,2025-09-15T00:00:00,COMPLETED,2,False,2,40.3,FAILED,False
495,162,17,2025-09-16T00:00:00,COMPLETED,2,False,1,88.1,PASSED,False
496,162,41,2025-09-06T00:00:00,ACTIVE,2,True,1,,,False
497,162,15,2025-09-22T00:00:00,ACTIVE,2,True,1,,,False
498,163,25,2025-09-07T00:00:00,ACTIVE,5,True,2,,,False
499,163,28,2025-09-17T00:00:00,COMPLETED,5,False,2,64.9,PASSED,False
500,163,26,2025-09-28T00:00:00,COMPLETED,5,False,2,54.1,FAILED,False
501,163,27,2025-09-01T00:00:00,ACTIVE,5,True,2,,,False
502,164,44,2025-09-28T00:00:00,FAILED,2,False,2,61.5,FAILED,False
503,164,41,2025-09-15T00:00:00,ACTIVE,2,True,2,,,False
504,164,42,2025-09-06T00:00:00,ACTIVE,2,True,2,,,False
505,165,15,2025-09-13T00:00:00,COMPLETED,5,False,2,51.9,FAILED,False
506,165,17,2025-09-22T00:00:00,FAILED,5,False,2,37.7,FAILED,False
507,165,18,2025-09-18T00:00:00,COMPLETED,5,False,2,68.8,PASSED,False
508,165,14,2025-09-28T00:00:00,COMPLETED,5,False,2,63.3,PASSED,False
509,166,4,2025-09-19T00:00:00,ACTIVE,4,True,1,,,False
510,166,2,2025-09-12T00:00:00,COMPLETED,4,False,1,73.2,PASSED,False
511,166,3,2025-09-10T00:00:00,ACTIVE,4,True,1,,,False
512,167,23,2025-09-12T00:00:00,FAILED,1,False,2,88.6,FAILED,False
513,167,19,2025-09-19T00:00:00,ACTIVE,1,True,2,,,False
514,167,20,2025-09-11T00:00:00,COMPLETED,1,False,2,92.4,PASSED,False
515,168,21,2025-09-08T00:00:00,ACTIVE,4,True,2,,,False
516,168,24,2025-09-03T00:00:00,COMPLETED,4,False,2,51.8,FAILED,False
517,168,22,2025-09-03T00:00:00,ACTIVE,4,True,2,,,False
518,168,20,2025-09-06T00:00:00,COMPLETED,4,False,2,38.0,FAILED,True
519,168,19,2025-09-11T00:00:00,ACTIVE,4,True,2,,,False
520,168,23,2025-09-22T00:00:00,ACTIVE,4,True,2,,,False
521,169,10,2025-09-13T00:00:00,ACTIVE,3,True,1,,,False
522,169,8,2025-09-11T00:00:00,ACTIVE,3,True,1,,,False
523,169,11,2025-09-04T00:00:00,FAILED,3,False,1,86.6,FAILED,False
524,169,13,2025-09-07T00:00:00,ACTIVE,3,True,1,,,False
525,169,12,2025-09-17T00:00:00,DROPPED,3,False,1,,,False
526,169,9,2025-09-22T00:00:00,ACTIVE,3,True,1,,,False
527,170,37,2025-09-27T00:00:00,ACTIVE,4,True,2,,,False
528,170,38,2025-09-09T00:00:00,COMPLETED,4,False,2,45.0,FAILED,False
529,170,36,2025-09-13T00:00:00,COMPLETED,4,False,2,99.7,PASSED,False
530,170,39,2025-09-20T00:00:00,ACTIVE,4,True,2,,,False
531,170,35,2025-09-03T00:00:00,ACTIVE,4,True,2,,,False
532,171,3,2025-09-17T00:00:00,COMPLETED,2,False,2,69.6,PASSED,False
533,171,2,2025-09-07T00:00:00,ACTIVE,2,True,2,,,False
534,171,1,2025-09-03T00:00:00,DROPPED,2,False,2,,,False
535,172,43,2025-09-14T00:00:00,DROPPED,2,False,2,,,False
536,172,42,2025-09-15T00:00:00,COMPLETED,2,False,2,73.7,PASSED,False
537,172,44,2025-09-18T00:00:00,ACTIVE,2,True,2,,,False
538,172,41,2025-09-23T00:00:00,COMPLETED,2,False,2,31.3,FAILED,False
539,173,50,2025-09-22T00:00:00,ACTIVE,2,True,1,,,False
540,173,49,2025-09-24T00:00:00,ACTIVE,2,True,1,,,False
541,173,48,2025-09-09T00:00:00,ACTIVE,2,True,1,,,False
542,174,41,2025-09-15T00:00:00,ACTIVE,3,True,2,,,False
543,174,43,2025-09-22T00:00:00,FAILED,3,False,2,40.5,FAILED,False
544,174,44,2025-09-14T00:00:00,COMPLETED,3,False,2,89.1,PASSED,False
545,174,42,2025-09-03T00:00:00,COMPLETED,3,False,2,88.1,PASSED,False
546,175,37,2025-09-08T00:00:00,ACTIVE,1,True,1,,,False
547,175,40,2025-09-07T00:00:00,ACTIVE,1,True,1,,,False
548,175,36,2025-09-26T00:00:00,ACTIVE,1,True,1,,,False
549,175,38,2025-09-15T00:00:00,DROPPED,1,False,1,,,False
550,175,35,2025-09-14T00:00:00,ACTIVE,1,True,1,,,False
551,175,39,2025-09-07T00:00:00,FAILED,1,False,1,93.4,FAILED,False
552,176,35,2025-09-18T00:00:00,ACTIVE,3,True,2,,,False
553,176,37,2025-09-28T00:00:00,ACTIVE,3,True,2,,,False
554,176,39,2025-09-26T00:00:00,COMPLETED,3,False,2,80.6,PASSED,True
555,176,38,2025-09-28T00:00:00,ACTIVE,3,True,2,,,False
556,177,20,2025-09-24T00:00:00,FAILED,2,False,1,96.0,FAILED,False
557,177,5,2025-09-19T00:00:00,FAILED,2,False,1,46.5,FAILED,False
558,177,21,2025-09-30T00:00:00,ACTIVE,2,True,1,,,False
559,177,39,2025-09-22T00:00:00,ACTIVE,2,True,1,,,False
560,178,32,2025-09-25T00:00:00,ACTIVE,2,True,2,,,False
561,178,29,2025-09-19T00:00:00,FAILED,2,False,2,53.1,FAILED,False
562,178,30,2025-09-26T00:00:00,ACTIVE,2,True,2,,,False
563,178,31,2025-09-14T00:00:00,COMPLETED,2,False,2,46.5,FAILED,False
564,178,33,2025-09-07T00:00:00,COMPLETED,2,False,2,37.5,FAILED,False
565,179,28,2025-09-23T00:00:00,COMPLETED,2,False,1,67.3,PASSED,False
566,179,26,2025-09-11T00:00:00,ACTIVE,2,True,1,,,False
567,179,25,2025-09-08T00:00:00,COMPLETED,2,False,1,63.2,PASSED,False
568,179,27,2025-09-30T00:00:00,FAILED,2,False,1,91.6,FAILED,False
569,180,31,2025-09-23T00:00:00,ACTIVE,4,True,2,,,False
570,180,24,2025-09-22T00:00:00,ACTIVE,4,True,2,,,False
571,180,20,2025-09-18T00:00:00,DROPPED,4,False,2,,,False
572,181,40,2025-09-01T00:00:00,ACTIVE,2,True,2,,,False
573,181,35,2025-09-30T00:00:00,FAILED,2,False,2,57.5,FAILED,False
574,181,36,2025-09-03T00:00:00,ACTIVE,2,True,2,,,False
575,181,38,2025-09-25T00:00:00,ACTIVE,2,True,2,,,False
576,181,37,2025-09-29T00:00:00,FAILED,2,False,2,44.7,FAILED,False
577,182,50,2025-09-26T00:00:00,ACTIVE,1,True,1,,,False
578,182,49,2025-09-28T00:00:00,ACTIVE,1,True,1,,,False
579,182,48,2025-09-25T00:00:00,ACTIVE,1,True,1,,,False
580,183,4,2025-09-27T00:00:00,ACTIVE,5,True,2,,,False
581,183,2,2025-09-09T00:00:00,ACTIVE,5,True,2,,,False
582,183,3,2025-09-12T00:00:00,ACTIVE,5,True,2,,,False
583,183,1,2025-09-24T00:00:00,DROPPED,5,False,2,,,False
584,185,16,2025-09-21T00:00:00,ACTIVE,2,True,2,,,False
585,185,17,2025-09-26T00:00:00,COMPLETED,2,False,2,74.1,PASSED,False
586,185,18,2025-09-01T00:00:00,ACTIVE,2,True,2,,,False
587,185,14,2025-09-11T00:00:00,COMPLETED,2,False,2,74.0,PASSED,False
588,185,15,2025-09-04T00:00:00,ACTIVE,2,True,2,,,False
589,186,42,2025-09-16T00:00:00,DROPPED,2,False,1,,,False
590,186,46,2025-09-05T00:00:00,ACTIVE,2,True,1,,,False
591,186,50,2025-09-22T00:00:00,ACTIVE,2,True,1,,,False
592,187,49,2025-09-14T00:00:00,ACTIVE,1,True,2,,,False
593,187,48,2025-09-13T00:00:00,ACTIVE,1,True,2,,,False
594,187,50,2025-09-27T00:00:00,ACTIVE,1,True,2,,,False
595,188,35,2025-09-15T00:00:00,ACTIVE,3,True,1,,,False
596,188,40,2025-09-06T00:00:00,COMPLETED,3,False,1,79.1,PASSED,False
597,188,36,2025-09-20T00:00:00,ACTIVE,3,True,1,,,False
598,188,39,2025-09-09T00:00:00,ACTIVE,3,True,1,,,False
599,189,5,2025-09-14T00:00:00,COMPLETED,3,False,2,80.3,PASSED,False
600,189,7,2025-09-27T00:00:00,COMPLETED,3,False,2,95.0,PASSED,False
601,189,6,2025-09-04T00:00:00,ACTIVE,3,True,2,,,False
602,190,5,2025-09-24T00:00:00,ACTIVE,4,True,2,,,False
603,190,6,2025-09-05T00:00:00,ACTIVE,4,True,2,,,False
604,190,7,2025-09-07T00:00:00,COMPLETED,4,False,2,44.5,FAILED,False
605,191,15,2025-09-01T00:00:00,COMPLETED,3,False,2,85.5,PASSED,False
606,191,17,2025-09-09T00:00:00,ACTIVE,3,True,2,,,False
607,191,14,2025-09-08T00:00:00,COMPLETED,3,False,2,61.6,PASSED,False
608,191,18,2025-09-15T00:00:00,COMPLETED,3,False,2,77.9,PASSED,False
609,192,20,2025-09-23T00:00:00,ACTIVE,2,True,2,,,False
610,192,21,2025-09-03T00:00:00,FAILED,2,False,2,71.8,FAILED,False
611,192,22,2025-09-02T00:00:00,ACTIVE,2,True,2,,,False
612,192,23,2025-09-30T00:00:00,ACTIVE,2,True,2,,,False
613,192,19,2025-09-30T00:00:00,ACTIVE,2,True,2,,,False
614,192,24,2025-09-20T00:00:00,ACTIVE,2,True,2,,,False
615,193,25,2025-09-10T00:00:00,ACTIVE,3,True,2,,,False
616,193,26,2025-09-05T00:00:00,FAILED,3,False,2,77.0,FAILED,False
617,193,27,2025-09-18T00:00:00,ACTIVE,3,True,2,,,False
618,194,27,2025-09-30T00:00:00,ACTIVE,5,True,1,,,False
619,194,25,2025-09-15T00:00:00,ACTIVE,5,True,1,,,False
620,194,26,2025-09-17T00:00:00,FAILED,5,False,1,52.2,FAILED,False
621,195,45,2025-09-05T00:00:00,ACTIVE,2,True,2,,,False
622,195,46,2025-09-27T00:00:00,ACTIVE,2,True,2,,,False
623,195,47,2025-09-12T00:00:00,ACTIVE,2,True,2,,,False
624,196,31,2025-09-14T00:00:00,ACTIVE,3,True,1,,,False
625,196,33,2025-09-11T00:00:00,DROPPED,3,False,1,,,False
626,196,34,2025-09-16T00:00:00,DROPPED,3,False,1,,,False
627,196,32,2025-09-05T00:00:00,ACTIVE,3,True,1,,,False
628,196,30,2025-09-30T00:00:00,DROPPED,3,False,1,,,False
629,197,19,2025-09-09T00:00:00,COMPLETED,1,False,2,32.5,FAILED,False
630,197,20,2025-09-04T00:00:00,FAILED,1,False,2,62.7,FAILED,False
631,197,23,2025-09-30T00:00:00,ACTIVE,1,True,2,,,False
632,197,24,2025-09-15T00:00:00,ACTIVE,1,True,2,,,False
633,197,21,2025-09-23T00:00:00,ACTIVE,1,True,2,,,False
634,197,22,2025-09-04T00:00:00,COMPLETED,1,False,2,62.0,PASSED,False
635,199,25,2025-09-07T00:00:00,ACTIVE,4,True,1,,,False
636,199,26,2025-09-06T00:00:00,ACTIVE,4,True,1,,,False
637,199,28,2025-09-24T00:00:00,ACTIVE,4,True,1,,,False
638,200,39,2025-09-19T00:00:00,COMPLETED,3,False,2,66.8,PASSED,False
639,200,40,2025-09-30T00:00:00,ACTIVE,3,True,2,,,False
640,200,36,2025-09-22T00:00:00,COMPLETED,3,False,2,83.8,PASSED,False
641,200,37,2025-09-11T00:00:00,DROPPED,3,False,2,,,False
642,200,35,2025-09-22T00:00:00,ACTIVE,3,True,2,,,False
643,202,4,2025-09-05T00:00:00,COMPLETED,3,False,1,88.6,PASSED,False
644,202,2,2025-09-15T00:00:00,ACTIVE,3,True,1,,,False
645,202,1,2025-09-15T00:00:00,FAILED,3,False,1,76.2,FAILED,False
646,204,18,2025-09-21T00:00:00,ACTIVE,5,True,1,,,False
647,204,14,2025-09-24T00:00:00,COMPLETED,5,False,1,61.7,PASSED,False
648,204,15,2025-09-26T00:00:00,COMPLETED,5,False,1,93.5,PASSED,False
649,204,17,2025-09-02T00:00:00,FAILED,5,False,1,44.8,FAILED,False
650,207,3,2025-09-09T00:00:00,COMPLETED,1,False,1,36.5,FAILED,False
651,207,1,2025-09-25T00:00:00,ACTIVE,1,True,1,,,False
652,207,4,2025-09-28T00:00:00,COMPLETED,1,False,1,36.2,FAILED,False
653,207,2,2025-09-13T00:00:00,FAILED,1,False,1,57.2,FAILED,False
654,208,41,2025-09-26T00:00:00,ACTIVE,4,True,1,,,False
655,208,42,2025-09-26T00:00:00,ACTIVE,4,True,1,,,False
656,208,43,2025-09-20T00:00:00,FAILED,4,False,1,93.3,FAILED,False
657,209,14,2025-09-13T00:00:00,COMPLETED,4,False,1,61.2,PASSED,False
658,209,16,2025-09-14T00:00:00,COMPLETED,4,False,1,69.4,PASSED,False
659,209,17,2025-09-14T00:00:00,ACTIVE,4,True,1,,,False
660,209,18,2025-09-14T00:00:00,COMPLETED,4,False,1,73.0,PASSED,False
661,209,15,2025-09-03T00:00:00,ACTIVE,4,True,1,,,False
662,210,11,2025-09-14T00:00:00,COMPLETED,3,False,2,50.3,FAILED,False
663,210,9,2025-09-26T00:00:00,ACTIVE,3,True,2,,,False
664,210,12,2025-09-05T00:00:00,COMPLETED,3,False,2,40.4,FAILED,False
665,210,13,2025-09-10T00:00:00,DROPPED,3,False,2,,,False
666,210,8,2025-09-17T00:00:00,ACTIVE,3,True,2,,,False
667,211,7,2025-09-17T00:00:00,DROPPED,3,False,2,,,False
668,211,5,2025-09-14T00:00:00,ACTIVE,3,True,2,,,False
669,211,6,2025-09-24T00:00:00,FAILED,3,False,2,62.5,FAILED,False
670,212,21,2025-09-22T00:00:00,COMPLETED,1,False,2,38.0,FAILED,False
671,212,24,2025-09-26T00:00:00,ACTIVE,1,True,2,,,False
672,212,19,2025-09-03T00:00:00,COMPLETED,1,False,2,57.5,FAILED,False
673,212,23,2025-09-11T00:00:00,FAILED,1,False,2,79.3,FAILED,False
674,212,22,2025-09-15T00:00:00,ACTIVE,1,True,2,,,False
675,213,50,2025-09-30T00:00:00,ACTIVE,2,True,1,,,False
676,213,49,2025-09-06T00:00:00,COMPLETED,2,False,1,43.1,FAILED,False
677,213,48,2025-09-09T00:00:00,COMPLETED,2,False,1,98.8,PASSED,False
678,215,11,2025-09-04T00:00:00,COMPLETED,1,False,2,30.4,FAILED,True
679,215,12,2025-09-15T00:00:00,COMPLETED,1,False,2,75.9,PASSED,False
680,215,8,2025-09-28T00:00:00,ACTIVE,1,True,2,,,False
681,216,47,2025-09-05T00:00:00,COMPLETED,4,False,2,36.1,FAILED,True
682,216,32,2025-09-04T00:00:00,ACTIVE,4,True,2,,,False
683,216,39,2025-09-23T00:00:00,ACTIVE,4,True,2,,,False
684,216,48,2025-09-28T00:00:00,ACTIVE,4,True,2,,,False
685,217,15,2025-09-03T00:00:00,ACTIVE,4,True,1,,,False
686,217,18,2025-09-15T00:00:00,ACTIVE,4,True,1,,,False
687,217,17,2025-09-14T00:00:00,ACTIVE,4,True,1,,,False
688,217,14,2025-09-05T00:00:00,COMPLETED,4,False,1,41.6,FAILED,False
689,218,17,2025-09-19T00:00:00,ACTIVE,6,True,2,,,False
690,218,18,2025-09-10T00:00:00,ACTIVE,6,True,2,,,False
691,218,14,2025-09-27T00:00:00,ACTIVE,6,True,2,,,False
692,218,15,2025-09-11T00:00:00,ACTIVE,6,True,2,,,True
693,219,46,2025-09-02T00:00:00,ACTIVE,3,True,2,,,False
694,219,47,2025-09-16T00:00:00,ACTIVE,3,True,2,,,False
695,219,45,2025-09-30T00:00:00,COMPLETED,3,False,2,80.7,PASSED,False
696,220,30,2025-09-21T00:00:00,COMPLETED,1,False,1,48.7,FAILED,False
697,220,29,2025-09-16T00:00:00,COMPLETED,1,False,1,63.1,PASSED,False
698,220,33,2025-09-21T00:00:00,ACTIVE,1,True,1,,,False
699,220,34,2025-09-23T00:00:00,ACTIVE,1,True,1,,,False
700,220,31,2025-09-24T00:00:00,FAILED,1,False,1,41.3,FAILED,False
701,220,32,2025-09-12T00:00:00,ACTIVE,1,True,1,,,False
702,222,43,2025-09-05T00:00:00,ACTIVE,3,True,2,,,False
703,222,44,2025-09-24T00:00:00,ACTIVE,3,True,2,,,False
704,222,42,2025-09-14T00:00:00,ACTIVE,3,True,2,,,False
705,224,11,2025-09-22T00:00:00,ACTIVE,5,True,1,,,False
706,224,9,2025-09-06T00:00:00,ACTIVE,5,True,1,,,False
707,224,12,2025-09-20T00:00:00,ACTIVE,5,True,1,,,False
708,224,13,2025-09-26T00:00:00,ACTIVE,5,True,1,,,False
709,224,8,2025-09-10T00:00:00,COMPLETED,5,False,1,99.6,PASSED,False
710,225,1,2025-09-06T00:00:00,COMPLETED,4,False,2,55.0,FAILED,False
711,225,2,2025-09-17T00:00:00,COMPLETED,4,False,2,90.2,PASSED,False
712,225,3,2025-09-14T00:00:00,COMPLETED,4,False,2,34.5,FAILED,False
713,226,48,2025-09-09T00:00:00,DROPPED,2,False,1,,,False
714,226,50,2025-09-26T00:00:00,ACTIVE,2,True,1,,,False
715,226,49,2025-09-02T00:00:00,ACTIVE,2,True,1,,,False
716,228,36,2025-09-27T00:00:00,ACTIVE,2,True,1,,,False
717,228,18,2025-09-26T00:00:00,COMPLETED,2,False,1,98.2,PASSED,False
718,228,10,2025-09-04T00:00:00,FAILED,2,False,1,84.8,FAILED,False
719,229,50,2025-09-21T00:00:00,ACTIVE,2,True,1,,,False
720,229,48,2025-09-12T00:00:00,FAILED,2,False,1,44.4,FAILED,False
721,229,49,2025-09-10T00:00:00,ACTIVE,2,True,1,,,False
722,230,47,2025-09-11T00:00:00,FAILED,4,False,1,75.3,FAILED,False
723,230,45,2025-09-04T00:00:00,ACTIVE,4,True,1,,,False
724,230,46,2025-09-15T00:00:00,ACTIVE,4,True,1,,,False
725,231,20,2025-09-10T00:00:00,ACTIVE,6,True,2,,,False
726,231,22,2025-09-03T00:00:00,ACTIVE,6,True,2,,,False
727,231,21,2025-09-23T00:00:00,ACTIVE,6,True,2,,,False
